Kobielský,4
Koc,4
Kocák,4
Kocian,4
Kocka,4
Kocur,4
Kocúr,4
Kocúrik,4
Koč,4
Kočiš,4
Kočka,4
Kočko,4
Kolár,4
Kolesár,4
Kollár,4
Kolnik,4
Kolník,4
Konopka,4
Konôpka,4
Konrád,4
Kopa,4
Koppa,4
Korčák,4
Korec,4
Kostka,4
Kostrec,4
Kotian,4
Kotulič,4
Kouba,4
Kováč,4
Kováčik,4
Kovaľ,4
Kovalčík,4
Koza,4
Kozáček,4
Kozáčik,4
Kozák,4
Kozmon,4
Kôstka,4
Krajči,4
Krajčí,4
Krajčír,4
Krajčo,4
Krajčovič,4
Krajíček,4
Král,4
Kráľ,4
Králik,4
Kráľovič,4
Kramár,4
Krasnohorský,4
Krásnohorský,4
Krištof,4
Kríž,4
Križan,4
Krížik,4
Kropilák,4
Kroták,4
Krupa,4
Krúpa,4
Kuba,4
Kubec,4
Kubek,4
Kúbek,4
Kubiček,4
Kubíček,4
Kubička,4
Kubičko,4
Kubík,4
Kubko,4
Kubo,4
Kučera,4
Kuffa,4
Kuna,4
Kunda,4
Kunka,4
Kupa,4
Kupka,4
Kupko,4
Kuruc,4
Kus,4
Kús,4
Kuska,4
Kúska,4
Kúš,4
Kuša,4
Kuška,4
Kušnír,4
Kušo,4
Kysel,4
Kyseľ,4
Kysela,4
Kyseľa,4
Labuda,4
Laca,4
Lacka,4
Lacko,4
Laco,4
Lajčák,4
Lajčiak,4
Lamač,4
Lepšík,4
Lesný,4
Leto,4
Lipa,4
Lipka,4
Lipko,4
Lipták,4
Lisický,4
Liška,4
Líška,4
Litva,4
Loj,4
Loja,4
